Object,tool,quantity,time,type
Metal Barricade,Rock,177,2 hours 12 min 56 sec,Melee
Metal Barricade,Salvaged Axe,27,31 min 41 sec,Melee
Metal Barricade,Salvaged Hammer,28,33 min 47 sec,Melee
Metal Barricade,Salvaged Icepick,27,31 min 41 sec,Melee
Metal Barricade,Stone Hatchet,154,1 hour 2 min 33 sec,Melee
Metal Barricade,Stone Pickaxe,154,55 min 30 sec,Melee
Metal Barricade,Stone Spear,156,45 min 27 sec,Melee
Metal Barricade,Longsword,50,27 min 29 sec,Melee
Metal Barricade,Salvaged Sword,37,25 min 36 sec,Melee
Metal Barricade,Torch,462,4 hours 27 min 41 sec,Melee
Metal Barricade,TorchLit,1715,4 hours 48 min 34 sec,Melee
Metal Barricade,Wooden Spear,142,1 hour 2 min 21 sec,Melee
Metal Shop Front,40mm HE Grenade,43,56 sec,Explosive
Metal Shop Front,Rocket,6,30 sec,Explosive
Metal Shop Front,High Velocity Rocket,50,4 min 54 sec,Explosive
Metal Shop Front,Timed Explosive Charge,3,13 sec,Explosive
Metal Shop Front,Beancan Grenade,99,2 min 2 sec,Explosive
Metal Shop Front,F1 Grenade,7229,2 hours 24 min 37 sec,Explosive
Metal Shop Front,Satchel Charge,18,34 sec,Explosive
Metal Shop Front,Explosive 5.56 Rifle Ammo,300,2 min 8 sec,Explosive
Metal Shop Front,Flashlight,3847,14 hours 57 min 26 sec,Melee
Metal Shop Front,Jackhammer,329,1 hour 7 min 58 sec,Melee
Metal Shop Front,JackhammerWorkbench Refill,19,1 hour 43 min 20 sec,Melee
Metal Shop Front,Bone Club,2605,12 hours 52 min 34 sec,Melee
Metal Shop Front,Bone Knife,1303,6 hours 26 min 17 sec,Melee
Metal Shop Front,Chainsaw,2084,4 hours 3 min 3 sec,Melee
Metal Shop Front,Salvaged Cleaver,625,7 hours 7 min 4 sec,Melee
Metal Shop Front,Hatchet,448,7 hours 37 min 27 sec,Melee
Metal Shop Front,Combat Knife,1099,3 hours 4 min 58 sec,Melee
Metal Shop Front,Mace,790,8 hours 33 min 9 sec,Melee
Metal Shop Front,Machete,825,6 hours 10 min 53 sec,Melee
Metal Shop Front,Paddle,582,8 hours 50 min 31 sec,Melee
Metal Shop Front,Pickaxe,259,6 hours 19 min 18 sec,Melee
Metal Shop Front,Rock,2206,27 hours 41 min 45 sec,Melee
Metal Shop Front,Salvaged Axe,298,5 hours 52 min 10 sec,Melee
Metal Shop Front,Salvaged Hammer,348,7 hours 2 min 27 sec,Melee
Metal Shop Front,Salvaged Icepick,224,4 hours 24 min 8 sec,Melee
Metal Shop Front,Stone Hatchet,1924,13 hours 2 min 3 sec,Melee
Metal Shop Front,Stone Pickaxe,1208,7 hours 16 min 47 sec,Melee
Metal Shop Front,Stone Spear,975,4 hours 44 min 6 sec,Melee
Metal Shop Front,Longsword,625,5 hours 43 min 44 sec,Melee
Metal Shop Front,Salvaged Sword,469,5 hours 20 min 18 sec,Melee
Metal Shop Front,Torch,5770,55 hours 46 min 9 sec,Melee
Metal Shop Front,TorchLit,21429,60 hours 7 min 8 sec,Melee
Metal Shop Front,Wooden Spear,883,6 hours 29 min 42 sec,Melee
Metal Vertical embrasure,40mm HE Grenade,28,33 sec,Explosive
Metal Vertical embrasure,Rocket,4,18 sec,Explosive
Metal Vertical embrasure,Incendiary Rocket,2,1 min 28 sec,Explosive
Metal Vertical embrasure,High Velocity Rocket,31,3 min ,Explosive
Metal Vertical embrasure,Timed Explosive Charge,2,11 sec,Explosive
Metal Vertical embrasure,Beancan Grenade ,59,3 min 43 sec,Explosive
Metal Vertical embrasure,Fire Arrow,500,8 min 19 sec,Explosive
Metal Vertical embrasure,F1 Grenade ,286,14 min 20 sec,Explosive
Metal Vertical embrasure,Flame Thrower,824,2 min 7 sec,Explosive
Metal Vertical embrasure,Satchel Charge,13,27 sec,Explosive
Metal Vertical embrasure,Explosive 5.56 Rifle Ammo,173,1 min 12 sec,Explosive
Metal Vertical embrasure,Flashlight,257,59 min 50 sec,Melee
Metal Vertical embrasure,Jackhammer,44,9 min 3 sec,Melee
Metal Vertical embrasure,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
Metal Vertical embrasure,Bone Club,174,51 min 29 sec,Melee
Metal Vertical embrasure,Bone Knife,131,38 min 37 sec,Melee
Metal Vertical embrasure,Chainsaw,139,16 min 11 sec,Melee
Metal Vertical embrasure,Salvaged Cleaver,42,28 min 29 sec,Melee
Metal Vertical embrasure,Hatchet,30,30 min 29 sec,Melee
Metal Vertical embrasure,Combat Knife,110,18 min 29 sec,Melee
Metal Vertical embrasure,Mace,53,34 min 12 sec,Melee
Metal Vertical embrasure,Machete,55,24 min 43 sec,Melee
Metal Vertical embrasure,Paddle,38,35 min 20 sec,Melee
Metal Vertical embrasure,Pickaxe,29,42 min 8 sec,Melee
Metal Vertical embrasure,Rock,148,1 hour 50 min 47 sec,Melee
Metal Vertical embrasure,Salvaged Axe,22,26 min 23 sec,Melee
Metal Vertical embrasure,Salvaged Hammer,23,28 min 9 sec,Melee
Metal Vertical embrasure,Salvaged Icepick,22,26 min 23 sec,Melee
Metal Vertical embrasure,Stone Hatchet,129,52 min 8 sec,Melee
Metal Vertical embrasure,Stone Pickaxe,128,46 min 14 sec,Melee
Metal Vertical embrasure,Stone Spear,130,37 min 52 sec,Melee
Metal Vertical embrasure,Longsword,42,22 min 55 sec,Melee
Metal Vertical embrasure,Salvaged Sword,31,21 min 20 sec,Melee
Metal Vertical embrasure,Torch,385,3 hours 43 min 4 sec,Melee
Metal Vertical embrasure,TorchLit,715,2 hours 14 sec,Melee
Metal Vertical embrasure,Wooden Spear,118,51 min 57 sec,Melee
Metal Window Bars,40mm HE Grenade,29,33 sec,Explosive
Metal Window Bars,Rocket,4,18 sec,Explosive
Metal Window Bars,High Velocity Rocket,34,3 min 18 sec,Explosive
Metal Window Bars,Timed Explosive Charge,2,11 sec,Explosive
Metal Window Bars,Beancan Grenade ,56,3 min 32 sec,Explosive
Metal Window Bars,F1 Grenade ,497,24 min 53 sec,Explosive
Metal Window Bars,Satchel Charge,12,25 sec,Explosive
Metal Window Bars,Explosive 5.56 Rifle Ammo,200,1 min 25 sec,Explosive
Metal Window Bars,Flashlight,2565,9 hours 58 min 18 sec,Melee
Metal Window Bars,Jackhammer,220,45 min 19 sec,Melee
Metal Window Bars,JackhammerWorkbench Refill,13,1 hour 8 min 55 sec,Melee
Metal Window Bars,Bone Club,1737,8 hours 35 min 2 sec,Melee
Metal Window Bars,Bone Knife,869,4 hours 17 min 31 sec,Melee
Metal Window Bars,Chainsaw,1389,2 hours 42 min 1 sec,Melee
Metal Window Bars,Salvaged Cleaver,417,4 hours 44 min 44 sec,Melee
Metal Window Bars,Hatchet,299,5 hours 4 min 58 sec,Melee
Metal Window Bars,Combat Knife,733,2 hours 3 min 18 sec,Melee
Metal Window Bars,Mace,527,5 hours 42 min 6 sec,Melee
Metal Window Bars,Machete,550,4 hours 7 min 15 sec,Melee
Metal Window Bars,Paddle,388,5 hours 53 min 40 sec,Melee
Metal Window Bars,Pickaxe,173,4 hours 12 min 52 sec,Melee
Metal Window Bars,Rock,1471,18 hours 27 min 50 sec,Melee
Metal Window Bars,Salvaged Axe,199,3 hours 54 min 48 sec,Melee
Metal Window Bars,Salvaged Hammer,232,4 hours 41 min 38 sec,Melee
Metal Window Bars,Salvaged Icepick,149,2 hours 56 min 5 sec,Melee
Metal Window Bars,Stone Hatchet,1283,8 hours 41 min 22 sec,Melee
Metal Window Bars,Stone Pickaxe,806,4 hours 51 min 12 sec,Melee
Metal Window Bars,Stone Spear,650,3 hours 9 min 23 sec,Melee
Metal Window Bars,Longsword,417,3 hours 49 min 10 sec,Melee
Metal Window Bars,Salvaged Sword,313,3 hours 33 min 32 sec,Melee
Metal Window Bars,Torch,3847,37 hours 10 min 46 sec,Melee
Metal Window Bars,TorchLit,14286,40 hours 4 min 45 sec,Melee
Metal Window Bars,Wooden Spear,589,4 hours 19 min 48 sec,Melee
Metal horizontal embrasure,40mm HE Grenade,28,33 sec,Explosive
Metal horizontal embrasure,Rocket,4,18 sec,Explosive
Metal horizontal embrasure,Incendiary Rocket,2,1 min 28 sec,Explosive
Metal horizontal embrasure,High Velocity Rocket,31,3 min ,Explosive
Metal horizontal embrasure,Timed Explosive Charge,2,11 sec,Explosive
Metal horizontal embrasure,Beancan Grenade ,59,3 min 43 sec,Explosive
Metal horizontal embrasure,Fire Arrow,500,8 min 19 sec,Explosive
Metal horizontal embrasure,F1 Grenade ,286,14 min 20 sec,Explosive
Metal horizontal embrasure,Flame Thrower,824,2 min 7 sec,Explosive
Metal horizontal embrasure,Satchel Charge,13,27 sec,Explosive
Metal horizontal embrasure,Explosive 5.56 Rifle Ammo,173,1 min 12 sec,Explosive
Metal horizontal embrasure,Flashlight,257,59 min 50 sec,Melee
Metal horizontal embrasure,Jackhammer,44,9 min 3 sec,Melee
Metal horizontal embrasure,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
Metal horizontal embrasure,Bone Club,174,51 min 29 sec,Melee
Metal horizontal embrasure,Bone Knife,131,38 min 37 sec,Melee
Metal horizontal embrasure,Chainsaw,139,16 min 11 sec,Melee
Metal horizontal embrasure,Salvaged Cleaver,42,28 min 29 sec,Melee
Metal horizontal embrasure,Hatchet,30,30 min 29 sec,Melee
Metal horizontal embrasure,Combat Knife,110,18 min 29 sec,Melee
Metal horizontal embrasure,Mace,53,34 min 12 sec,Melee
Metal horizontal embrasure,Machete,55,24 min 43 sec,Melee
Metal horizontal embrasure,Paddle,38,35 min 20 sec,Melee
Metal horizontal embrasure,Pickaxe,29,42 min 8 sec,Melee
Metal horizontal embrasure,Rock,148,1 hour 50 min 47 sec,Melee
Metal horizontal embrasure,Salvaged Axe,22,26 min 23 sec,Melee
Metal horizontal embrasure,Salvaged Hammer,23,28 min 9 sec,Melee
Metal horizontal embrasure,Salvaged Icepick,22,26 min 23 sec,Melee
Metal horizontal embrasure,Stone Hatchet,129,52 min 8 sec,Melee
Metal horizontal embrasure,Stone Pickaxe,128,46 min 14 sec,Melee
Metal horizontal embrasure,Stone Spear,130,37 min 52 sec,Melee
Metal horizontal embrasure,Longsword,42,22 min 55 sec,Melee
Metal horizontal embrasure,Salvaged Sword,31,21 min 20 sec,Melee
Metal horizontal embrasure,Torch,385,3 hours 43 min 4 sec,Melee
Metal horizontal embrasure,TorchLit,715,2 hours 14 sec,Melee
Metal horizontal embrasure,Wooden Spear,118,51 min 57 sec,Melee
Netting,40mm HE Grenade,3,1 sec,Explosive
Netting,Rocket,1,1 sec,Explosive
Netting,Incendiary Rocket,1,1 sec,Explosive
Netting,High Velocity Rocket,3,12 sec,Explosive
Netting,Timed Explosive Charge,1,10 sec,Explosive
Netting,Beancan Grenade ,3,13 sec,Explosive
Netting,Fire Arrow,8,7 sec,Explosive
Netting,F1 Grenade ,3,11 sec,Explosive
Netting,Flame Thrower,17,19 sec,Explosive
Netting,Satchel Charge,1,9 sec,Explosive
Netting,Explosive 5.56 Rifle Ammo,12,1 sec,Explosive
Netting,Flashlight,26,5 min 59 sec,Melee
Netting,Jackhammer,5,54 sec,Melee
Netting,JackhammerWorkbench Refill,1,1 min 2 sec,Melee
Netting,Bone Club,18,5 min 8 sec,Melee
Netting,Bone Knife,13,3 min 51 sec,Melee
Netting,Chainsaw,14,1 min 36 sec,Melee
Netting,Salvaged Cleaver,5,2 min 52 sec,Melee
Netting,Hatchet,3,3 min 2 sec,Melee
Netting,Combat Knife,11,1 min 50 sec,Melee
Netting,Mace,6,3 min 25 sec,Melee
Netting,Machete,6,2 min 28 sec,Melee
Netting,Paddle,4,3 min 31 sec,Melee
Netting,Pickaxe,3,4 min 12 sec,Melee
Netting,Rock,15,11 min 4 sec,Melee
Netting,Salvaged Axe,3,2 min 38 sec,Melee
Netting,Salvaged Hammer,3,2 min 49 sec,Melee
Netting,Salvaged Icepick,3,2 min 38 sec,Melee
Netting,Stone Hatchet,13,5 min 12 sec,Melee
Netting,Stone Pickaxe,13,4 min 37 sec,Melee
Netting,Stone Spear,13,3 min 46 sec,Melee
Netting,Longsword,5,2 min 18 sec,Melee
Netting,Salvaged Sword,4,2 min 8 sec,Melee
Netting,Torch,39,22 min 18 sec,Melee
Netting,TorchLit,24,4 min ,Melee
Netting,Wooden Spear,12,5 min 11 sec,Melee
Prison Cell Gate,40mm HE Grenade,11,9 sec,Explosive
Prison Cell Gate,Rocket,2,6 sec,Explosive
Prison Cell Gate,High Velocity Rocket,13,1 min 12 sec,Explosive
Prison Cell Gate,Timed Explosive Charge,1,10 sec,Explosive
Prison Cell Gate,Beancan Grenade ,21,1 min 21 sec,Explosive
Prison Cell Gate,F1 Grenade ,60,3 min 2 sec,Explosive
Prison Cell Gate,Satchel Charge,5,15 sec,Explosive
Prison Cell Gate,Explosive 5.56 Rifle Ammo,75,29 sec,Explosive
Prison Cell Gate,Flashlight,308,1 hour 11 min 47 sec,Melee
Prison Cell Gate,Bone Club,209,1 hour 1 min 48 sec,Melee
Prison Cell Gate,Hatchet,90,1 hour 31 min 29 sec,Melee
Prison Cell Gate,Mace,64,41 min 3 sec,Melee
Prison Cell Gate,Paddle,46,42 min 25 sec,Melee
Prison Cell Gate,Rock,177,2 hours 12 min 56 sec,Melee
Prison Cell Gate,Salvaged Hammer,28,33 min 47 sec,Melee
Prison Cell Gate,Stone Hatchet,462,3 hours 7 min 41 sec,Melee
Prison Cell Gate,Stone Pickaxe,373,2 hours 14 min 46 sec,Melee
Prison Cell Gate,Torch,462,4 hours 27 min 41 sec,Melee
Prison Cell Gate,TorchLit,1715,4 hours 48 min 34 sec,Melee
Prison Cell Wall,40mm HE Grenade,11,9 sec,Explosive
Prison Cell Wall,Rocket,2,6 sec,Explosive
Prison Cell Wall,High Velocity Rocket,13,1 min 12 sec,Explosive
Prison Cell Wall,Timed Explosive Charge,1,10 sec,Explosive
Prison Cell Wall,Beancan Grenade ,21,1 min 21 sec,Explosive
Prison Cell Wall,F1 Grenade ,60,3 min 2 sec,Explosive
Prison Cell Wall,Satchel Charge,5,15 sec,Explosive
Prison Cell Wall,Explosive 5.56 Rifle Ammo,75,29 sec,Explosive
Prison Cell Wall,Flashlight,308,1 hour 11 min 47 sec,Melee
Prison Cell Wall,Bone Club,209,1 hour 1 min 48 sec,Melee
Prison Cell Wall,Hatchet,90,1 hour 31 min 29 sec,Melee
Prison Cell Wall,Mace,64,41 min 3 sec,Melee
Prison Cell Wall,Paddle,46,42 min 25 sec,Melee
Prison Cell Wall,Rock,177,2 hours 12 min 56 sec,Melee
Prison Cell Wall,Salvaged Hammer,28,33 min 47 sec,Melee
Prison Cell Wall,Stone Hatchet,462,3 hours 7 min 41 sec,Melee
Prison Cell Wall,Stone Pickaxe,373,2 hours 14 min 46 sec,Melee
Prison Cell Wall,Torch,462,4 hours 27 min 41 sec,Melee
Prison Cell Wall,TorchLit,1715,4 hours 48 min 34 sec,Melee
Reinforced Glass Window,40mm HE Grenade,29,33 sec,Explosive
Reinforced Glass Window,Rocket,4,18 sec,Explosive
Reinforced Glass Window,High Velocity Rocket,34,3 min 18 sec,Explosive
Reinforced Glass Window,Timed Explosive Charge,2,11 sec,Explosive
Reinforced Glass Window,Beancan Grenade ,56,3 min 32 sec,Explosive
Reinforced Glass Window,F1 Grenade ,497,24 min 53 sec,Explosive
Reinforced Glass Window,Satchel Charge,12,25 sec,Explosive
Reinforced Glass Window,Explosive 5.56 Rifle Ammo,200,1 min 25 sec,Explosive
Reinforced Glass Window,Flashlight,2565,9 hours 58 min 18 sec,Melee
Reinforced Glass Window,Jackhammer,220,45 min 19 sec,Melee
Reinforced Glass Window,JackhammerWorkbench Refill,13,1 hour 8 min 55 sec,Melee
Reinforced Glass Window,Bone Club,1737,8 hours 35 min 2 sec,Melee
Reinforced Glass Window,Bone Knife,869,4 hours 17 min 31 sec,Melee
Reinforced Glass Window,Chainsaw,1389,2 hours 42 min 1 sec,Melee
Reinforced Glass Window,Salvaged Cleaver,417,4 hours 44 min 44 sec,Melee
Reinforced Glass Window,Hatchet,299,5 hours 4 min 58 sec,Melee
Reinforced Glass Window,Combat Knife,733,2 hours 3 min 18 sec,Melee
Reinforced Glass Window,Mace,527,5 hours 42 min 6 sec,Melee
Reinforced Glass Window,Machete,550,4 hours 7 min 15 sec,Melee
Reinforced Glass Window,Paddle,388,5 hours 53 min 40 sec,Melee
Reinforced Glass Window,Pickaxe,173,4 hours 12 min 52 sec,Melee
Reinforced Glass Window,Rock,1471,18 hours 27 min 50 sec,Melee
Reinforced Glass Window,Salvaged Axe,199,3 hours 54 min 48 sec,Melee
Reinforced Glass Window,Salvaged Hammer,232,4 hours 41 min 38 sec,Melee
Reinforced Glass Window,Salvaged Icepick,149,2 hours 56 min 5 sec,Melee
Reinforced Glass Window,Stone Hatchet,1283,8 hours 41 min 22 sec,Melee
Reinforced Glass Window,Stone Pickaxe,806,4 hours 51 min 12 sec,Melee
Reinforced Glass Window,Stone Spear,650,3 hours 9 min 23 sec,Melee
Reinforced Glass Window,Longsword,417,3 hours 49 min 10 sec,Melee
Reinforced Glass Window,Salvaged Sword,313,3 hours 33 min 32 sec,Melee
Reinforced Glass Window,Torch,3847,37 hours 10 min 46 sec,Melee
Reinforced Glass Window,TorchLit,14286,40 hours 4 min 45 sec,Melee
Reinforced Glass Window,Wooden Spear,589,4 hours 19 min 48 sec,Melee
Sandbag Barricade,40mm HE Grenade,4,1 sec,Explosive
Sandbag Barricade,Rocket,1,1 sec,Explosive
Sandbag Barricade,High Velocity Rocket,4,18 sec,Explosive
Sandbag Barricade,Timed Explosive Charge,1,10 sec,Explosive
Sandbag Barricade,Beancan Grenade,8,13 sec,Explosive
Sandbag Barricade,F1 Grenade,23,30 sec,Explosive
Sandbag Barricade,Satchel Charge,1,9 sec,Explosive
Sandbag Barricade,Explosive 5.56 Rifle Ammo,22,7 sec,Explosive
Sandbag Barricade,Flashlight,21,4 min 47 sec,Melee
Sandbag Barricade,Jackhammer,4,43 sec,Melee
Sandbag Barricade,JackhammerWorkbench Refill,1,49 sec,Melee
Sandbag Barricade,Bone Club,14,4 min 6 sec,Melee
Sandbag Barricade,Bone Knife,10,3 min 4 sec,Melee
Sandbag Barricade,Chainsaw,11,1 min 16 sec,Melee
Sandbag Barricade,Salvaged Cleaver,4,2 min 17 sec,Melee
Sandbag Barricade,Hatchet,3,2 min 26 sec,Melee
Sandbag Barricade,Combat Knife,9,1 min 28 sec,Melee
Sandbag Barricade,Mace,4,2 min 43 sec,Melee
Sandbag Barricade,Machete,5,1 min 59 sec,Melee
Sandbag Barricade,Paddle,3,2 min 49 sec,Melee
Sandbag Barricade,Pickaxe,3,3 min 23 sec,Melee
Sandbag Barricade,Rock,12,8 min 51 sec,Melee
Sandbag Barricade,Salvaged Axe,2,2 min 6 sec,Melee
Sandbag Barricade,Salvaged Hammer,2,2 min 15 sec,Melee
Sandbag Barricade,Salvaged Icepick,2,2 min 6 sec,Melee
Sandbag Barricade,Stone Hatchet,11,4 min 10 sec,Melee
Sandbag Barricade,Stone Pickaxe,10,3 min 41 sec,Melee
Sandbag Barricade,Stone Spear,11,3 min 2 sec,Melee
Sandbag Barricade,Longsword,4,1 min 51 sec,Melee
Sandbag Barricade,Salvaged Sword,3,1 min 42 sec,Melee
Sandbag Barricade,Torch,31,17 min 50 sec,Melee
Sandbag Barricade,TorchLit,115,19 min 14 sec,Melee
Sandbag Barricade,Wooden Spear,9,4 min 8 sec,Melee
Sheet Metal Door,40mm HE Grenade,9,8 sec,Explosive
Sheet Metal Door,Rocket,2,6 sec,Explosive
Sheet Metal Door,High Velocity Rocket,11,1 min ,Explosive
Sheet Metal Door,Timed Explosive Charge,1,10 sec,Explosive
Sheet Metal Door,Beancan Grenade ,18,1 min 10 sec,Explosive
Sheet Metal Door,F1 Grenade ,50,2 min 32 sec,Explosive
Sheet Metal Door,Satchel Charge,4,13 sec,Explosive
Sheet Metal Door,Explosive 5.56 Rifle Ammo,63,23 sec,Explosive
Sheet Metal Door,Flashlight,257,59 min 50 sec,Melee
Sheet Metal Door,Bone Club,174,51 min 29 sec,Melee
Sheet Metal Door,Hatchet,75,1 hour 16 min 14 sec,Melee
Sheet Metal Door,Mace,53,34 min 12 sec,Melee
Sheet Metal Door,Paddle,38,35 min 20 sec,Melee
Sheet Metal Door,Rock,148,1 hour 50 min 47 sec,Melee
Sheet Metal Door,Salvaged Hammer,24,28 min 10 sec,Melee
Sheet Metal Door,Stone Hatchet,385,2 hours 36 min 24 sec,Melee
Sheet Metal Door,Stone Pickaxe,311,1 hour 52 min 18 sec,Melee
Sheet Metal Door,Torch,385,3 hours 43 min 4 sec,Melee
Sheet Metal Door,TorchLit,1429,4 hours 28 sec,Melee
Sheet Metal Double Door,40mm HE Grenade,9,8 sec,Explosive
Sheet Metal Double Door,Rocket,2,6 sec,Explosive
Sheet Metal Double Door,High Velocity Rocket,11,1 min ,Explosive
Sheet Metal Double Door,Timed Explosive Charge,1,10 sec,Explosive
Sheet Metal Double Door,Beancan Grenade ,18,1 min 10 sec,Explosive
Sheet Metal Double Door,F1 Grenade ,50,2 min 32 sec,Explosive
Sheet Metal Double Door,Satchel Charge,4,13 sec,Explosive
Sheet Metal Double Door,Explosive 5.56 Rifle Ammo,63,23 sec,Explosive
Sheet Metal Double Door,Flashlight,257,59 min 50 sec,Melee
Sheet Metal Double Door,Bone Club,174,51 min 29 sec,Melee
Sheet Metal Double Door,Hatchet,75,1 hour 16 min 14 sec,Melee
Sheet Metal Double Door,Mace,53,34 min 12 sec,Melee
Sheet Metal Double Door,Paddle,38,35 min 20 sec,Melee
Sheet Metal Double Door,Rock,148,1 hour 50 min 47 sec,Melee
Sheet Metal Double Door,Salvaged Hammer,24,28 min 10 sec,Melee
Sheet Metal Double Door,Stone Hatchet,385,2 hours 36 min 24 sec,Melee
Sheet Metal Double Door,Stone Pickaxe,311,1 hour 52 min 18 sec,Melee
Sheet Metal Double Door,Torch,385,3 hours 43 min 4 sec,Melee
Sheet Metal Double Door,TorchLit,1429,4 hours 28 sec,Melee
Shop Front,40mm HE Grenade,8,8 sec,Explosive
Shop Front,Rocket,1,1 sec,Explosive
Shop Front,Incendiary Rocket,1,20 sec,Explosive
Shop Front,High Velocity Rocket,8,42 sec,Explosive
Shop Front,Timed Explosive Charge,1,10 sec,Explosive
Shop Front,Beancan Grenade ,15,58 sec,Explosive
Shop Front,Fire Arrow,125,2 min 4 sec,Explosive
Shop Front,F1 Grenade ,58,2 min 56 sec,Explosive
Shop Front,Flame Thrower,206,44 sec,Explosive
Shop Front,Satchel Charge,3,12 sec,Explosive
Shop Front,Explosive 5.56 Rifle Ammo,46,16 sec,Explosive
Shop Front,Flashlight,513,1 hour 59 min 39 sec,Melee
Shop Front,Jackhammer,88,18 min 7 sec,Melee
Shop Front,JackhammerWorkbench Refill,5,27 min 2 sec,Melee
Shop Front,Bone Club,348,1 hour 43 min ,Melee
Shop Front,Bone Knife,131,38 min 37 sec,Melee
Shop Front,Chainsaw,93,10 min 47 sec,Melee
Shop Front,Salvaged Cleaver,28,18 min 59 sec,Melee
Shop Front,Hatchet,27,27 min 43 sec,Melee
Shop Front,Combat Knife,110,18 min 29 sec,Melee
Shop Front,Mace,106,1 hour 8 min 25 sec,Melee
Shop Front,Machete,37,16 min 29 sec,Melee
Shop Front,Paddle,76,1 hour 10 min 42 sec,Melee
Shop Front,Pickaxe,35,50 min 34 sec,Melee
Shop Front,Rock,295,3 hours 41 min 34 sec,Melee
Shop Front,Salvaged Axe,16,19 min 12 sec,Melee
Shop Front,Salvaged Hammer,47,56 min 20 sec,Melee
Shop Front,Salvaged Icepick,22,26 min 23 sec,Melee
Shop Front,Stone Hatchet,110,44 min 41 sec,Melee
Shop Front,Stone Pickaxe,256,1 hour 32 min 29 sec,Melee
Shop Front,Stone Spear,260,1 hour 15 min 46 sec,Melee
Shop Front,Longsword,28,15 min 17 sec,Melee
Shop Front,Salvaged Sword,21,14 min 13 sec,Melee
Shop Front,Torch,770,7 hours 26 min 9 sec,Melee
Shop Front,TorchLit,318,53 min 26 sec,Melee
Shop Front,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Small Water Catcher,40mm HE Grenade,4,1 sec,Explosive
